country,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,populist,farright,eurosceptic,vote_perc
Belgium,BE,2,BE33,Prov. Liège,EP,2019,PARTI POPULAIRE,PEOPLE'S PARTY,PARTI POPULAIRE,639,33805,789993,672477,618004,1,1,1,0.05026937724264176
Belgium,BE,2,BE33,Prov. Liège,EP,2019,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,158344,789993,672477,618004,0,0,0,0.2354638151193275
Belgium,BE,2,BE33,Prov. Liège,EP,2019,SP,SOCIALIST PARTY DIFFERENTLY,SOCIALISTISCHE PARTIJ ANDERS,1680,4651,789993,672477,618004,0,0,0,0.00691622167003481
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,CD&V N-VA,CHRISTIAN-DEMOCRAT AND FLEMISH / NEW FLEMISH ALLIANCE,CHRISTEN-DEMOCRATISCH & VLAAMS / NIEUW-VLAAMS ALLIANTIE,756,0,184330,169265,154485,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,37720,184330,169265,154485,0,0,0,0.2228458334564145
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,14249,184330,169265,154485,0,0,0,0.08418160872005435
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,FN,NATIONAL FRONT,FRONT NATIONAL,191,8170,184330,169265,154485,1,1,1,0.04826750952648214
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,GROEN!,AGALEV -- GREEN,AGALEV - GROEN,528,0,184330,169265,154485,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,45522,184330,169265,154485,0,0,0,0.26893923729063896
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,OPENVLD-VIVANT,NA,NA,NA,0,184330,169265,154485,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,OTHER,NA,NA,NA,5136,184330,169265,154485,0,0,0,0.03034295335716184
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,43688,184330,169265,154485,0,0,0,0.2581041562047677
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,SP.A-SPIRIT,SOCIALIST PARTY DIFFERENT / SOCIAL LIBERAL PARTY / SPIRIT,SOCIALISTISCHE PARTIJ ANDERS / SOCIAAL-LIBERALE PARTIJ / SPIRIT,1586,0,184330,169265,154485,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2004,VB,FLEMISH INTEREST,VLAAMS BELANG,1968,0,184330,169265,154485,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,CD&V,CHRISTIAN-DEMOCRAT AND FLEMISH / NEW FLEMISH ALLIANCE,CHRISTEN-DEMOCRATISCH & VLAAMS / NIEUW-VLAAMS ALLIANTIE,756,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,34420,193092,176634,158460,0,0,0,0.19486622054644065
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,36173,193092,176634,158460,0,0,0,0.20479069714777448
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,FN,NATIONAL FRONT,FRONT NATIONAL,191,4332,193092,176634,158460,1,1,1,0.0245252895818472
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,GROEN!,AGALEV -- GREEN,AGALEV - GROEN,528,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,LDD,"LIST DEDECKER / LIBERTARIAN, DIRECT, DEMOCRATIC","LIJST DEDECKER / LIBERTAIR, DIRECT, DEMOCRATISCH",43,0,193092,176634,158460,1,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,42381,193092,176634,158460,0,0,0,0.23993681850606335
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,N-VA,NEW FLEMISH ALLIANCE,NIEUW-VLAAMSE ALLIANTIE,36,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,OPENVLD,PARTY OF LIBERTY AND PROGRESS -- OPEN FLEMISH LIBERALS AND DEMOCRATS,PARTIJ VOOR VRIJHEID EN VOORUITGANG - OPEN VLAAMSE LIBERALEN EN DEMOCRATEN,49,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,OTHER,NA,NA,NA,5069,193092,176634,158460,0,0,0,0.02869775920830644
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,36085,193092,176634,158460,0,0,0,0.20429249181924208
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,SP,SOCIALIST PARTY DIFFERENTLY,SOCIALISTISCHE PARTIJ ANDERS,1680,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2009,VB,FLEMISH INTEREST,VLAAMS BELANG,1968,0,193092,176634,158460,0,0,0,0
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,39424,199927,181111,161855,0,0,0,0.21767866115255283
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,DEBOUT LES BELGES,NA,NA,NA,3268,199927,181111,161855,0,0,0,0.01804418284919193
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,17981,199927,181111,161855,0,0,0,0.09928165600101596
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,FDF,FRONT DEMOCRATIQUE DES FRANCOPHONES / DEFI,DEMOCRATIC FRONT OF FRANCOPHONES,698,2730,199927,181111,161855,0,0,0,0.01507362887952692
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,LA DROITE,NA,NA,NA,2344,199927,181111,161855,0,0,0,0.01294233922842897
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,46423,199927,181111,161855,0,0,0,0.2563234701370982
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,OTHER,NA,NA,NA,1389,199927,181111,161855,0,0,0,0.00766932985848457
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,PAPTB,WORKERS' PARTY OF BELGIUM,PARTIJ VAN DE ARBEID VAN BELGIE - PARTI DU TRAVAIL DE BELGIQUE,1753,3960,199927,181111,161855,0,0,1,0.0218650440889841
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,PARTI POPULAIRE,PEOPLE'S PARTY,PARTI POPULAIRE,639,9478,199927,181111,161855,1,1,1,0.05233254744328064
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2014,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,34858,199927,181111,161855,0,0,0,0.19246760274086055
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,38600,206665,184178,164831,0,0,0,0.20957986295865955
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,31214,206665,184178,164831,0,0,0,0.1694773534298342
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,FDF,FRONT DEMOCRATIQUE DES FRANCOPHONES / DEFI,DEMOCRATIC FRONT OF FRANCOPHONES,698,6620,206665,184178,164831,0,0,0,0.03594348945042296
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,34984,206665,184178,164831,0,0,0,0.1899466820141385
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PAPTB,WORKERS' PARTY OF BELGIUM,PARTIJ VAN DE ARBEID VAN BELGIE - PARTI DU TRAVAIL DE BELGIQUE,1753,15759,206665,184178,164831,0,0,1,0.08556396529444342
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PARTI POPULAIRE,PEOPLE'S PARTY,PARTI POPULAIRE,639,6796,206665,184178,164831,1,1,1,0.03689908675303239
Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,30858,206665,184178,164831,0,0,0,0.16754444070410146
Belgium,BE,2,BE35,Prov. Namur,EP,2004,CD&V N-VA,CHRISTIAN-DEMOCRAT AND FLEMISH / NEW FLEMISH ALLIANCE,CHRISTEN-DEMOCRATISCH & VLAAMS / NIEUW-VLAAMS ALLIANTIE,756,0,336497,304145,281981,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2004,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,50743,336497,304145,281981,0,0,0,0.1668381857337783
Belgium,BE,2,BE35,Prov. Namur,EP,2004,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,29037,336497,304145,281981,0,0,0,0.09547091025662102
Belgium,BE,2,BE35,Prov. Namur,EP,2004,FN,NATIONAL FRONT,FRONT NATIONAL,191,21314,336497,304145,281981,1,1,1,0.07007841654474017
Belgium,BE,2,BE35,Prov. Namur,EP,2004,GROEN!,AGALEV -- GREEN,AGALEV - GROEN,528,0,336497,304145,281981,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2004,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,77087,336497,304145,281981,0,0,0,0.25345476664091143
Belgium,BE,2,BE35,Prov. Namur,EP,2004,OPENVLD-VIVANT,NA,NA,NA,0,336497,304145,281981,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2004,OTHER,NA,NA,NA,9408,336497,304145,281981,0,0,0,0.03093261437801048
Belgium,BE,2,BE35,Prov. Namur,EP,2004,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,94392,336497,304145,281981,0,0,0,0.3103519702773348
Belgium,BE,2,BE35,Prov. Namur,EP,2004,SP.A-SPIRIT,SOCIALIST PARTY DIFFERENT / SOCIAL LIBERAL PARTY / SPIRIT,SOCIALISTISCHE PARTIJ ANDERS / SOCIAAL-LIBERALE PARTIJ / SPIRIT,1586,0,336497,304145,281981,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2004,VB,FLEMISH INTEREST,VLAAMS BELANG,1968,0,336497,304145,281981,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,CD&V,CHRISTIAN-DEMOCRAT AND FLEMISH / NEW FLEMISH ALLIANCE,CHRISTEN-DEMOCRATISCH & VLAAMS / NIEUW-VLAAMS ALLIANTIE,756,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,43863,351344,314983,285488,0,0,0,0.13925513440407894
Belgium,BE,2,BE35,Prov. Namur,EP,2009,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,67980,351344,314983,285488,0,0,0,0.21582117130130832
Belgium,BE,2,BE35,Prov. Namur,EP,2009,FN,NATIONAL FRONT,FRONT NATIONAL,191,10053,351344,314983,285488,1,1,1,0.03191600816552004
Belgium,BE,2,BE35,Prov. Namur,EP,2009,GROEN!,AGALEV -- GREEN,AGALEV - GROEN,528,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,LDD,"LIST DEDECKER / LIBERTARIAN, DIRECT, DEMOCRATIC","LIJST DEDECKER / LIBERTAIR, DIRECT, DEMOCRATISCH",43,0,351344,314983,285488,1,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,75802,351344,314983,285488,0,0,0,0.24065425753135883
Belgium,BE,2,BE35,Prov. Namur,EP,2009,N-VA,NEW FLEMISH ALLIANCE,NIEUW-VLAAMSE ALLIANTIE,36,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,OPENVLD,PARTY OF LIBERTY AND PROGRESS -- OPEN FLEMISH LIBERALS AND DEMOCRATS,PARTIJ VOOR VRIJHEID EN VOORUITGANG - OPEN VLAAMSE LIBERALEN EN DEMOCRATEN,49,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,OTHER,NA,NA,NA,15616,351344,314983,285488,0,0,0,0.04957727877377509
Belgium,BE,2,BE35,Prov. Namur,EP,2009,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,72174,351344,314983,285488,0,0,0,0.2291361756031278
Belgium,BE,2,BE35,Prov. Namur,EP,2009,SP,SOCIALIST PARTY DIFFERENTLY,SOCIALISTISCHE PARTIJ ANDERS,1680,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2009,VB,FLEMISH INTEREST,VLAAMS BELANG,1968,0,351344,314983,285488,0,0,0,0
Belgium,BE,2,BE35,Prov. Namur,EP,2014,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,39915,364944,322671,295044,0,0,0,0.12370185111150368
Belgium,BE,2,BE35,Prov. Namur,EP,2014,DEBOUT LES BELGES,NA,NA,NA,7305,364944,322671,295044,0,0,0,0.02263915877162806
Belgium,BE,2,BE35,Prov. Namur,EP,2014,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,35550,364944,322671,295044,0,0,0,0.11017414022332345
Belgium,BE,2,BE35,Prov. Namur,EP,2014,FDF,FRONT DEMOCRATIQUE DES FRANCOPHONES / DEFI,DEMOCRATIC FRONT OF FRANCOPHONES,698,6876,364944,322671,295044,0,0,0,0.02130963117230863
Belgium,BE,2,BE35,Prov. Namur,EP,2014,LA DROITE,NA,NA,NA,4960,364944,322671,295044,0,0,0,0.0153716943884018
Belgium,BE,2,BE35,Prov. Namur,EP,2014,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,86609,364944,322671,295044,0,0,0,0.26841271759780083
Belgium,BE,2,BE35,Prov. Namur,EP,2014,OTHER,NA,NA,NA,2866,364944,322671,295044,0,0,0,0.00888211212039507
Belgium,BE,2,BE35,Prov. Namur,EP,2014,PAPTB,WORKERS' PARTY OF BELGIUM,PARTIJ VAN DE ARBEID VAN BELGIE - PARTI DU TRAVAIL DE BELGIQUE,1753,14211,364944,322671,295044,0,0,1,0.04404176390193107
Belgium,BE,2,BE35,Prov. Namur,EP,2014,PARTI POPULAIRE,PEOPLE'S PARTY,PARTI POPULAIRE,639,19084,364944,322671,295044,1,1,1,0.05914383381214921
Belgium,BE,2,BE35,Prov. Namur,EP,2014,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,77668,364944,322671,295044,0,0,0,0.2407033789835467
Belgium,BE,2,BE35,Prov. Namur,EP,2019,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,38029,375483,327962,298991,0,0,0,0.1159555070404498
Belgium,BE,2,BE35,Prov. Namur,EP,2019,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,57567,375483,327962,298991,0,0,0,0.1755294820741427
Belgium,BE,2,BE35,Prov. Namur,EP,2019,FDF,FRONT DEMOCRATIQUE DES FRANCOPHONES / DEFI,DEMOCRATIC FRONT OF FRANCOPHONES,698,18361,375483,327962,298991,0,0,0,0.05598514462041334
Belgium,BE,2,BE35,Prov. Namur,EP,2019,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,58837,375483,327962,298991,0,0,0,0.179401881925345
Belgium,BE,2,BE35,Prov. Namur,EP,2019,PAPTB,WORKERS' PARTY OF BELGIUM,PARTIJ VAN DE ARBEID VAN BELGIE - PARTI DU TRAVAIL DE BELGIQUE,1753,38925,375483,327962,298991,0,0,1,0.11868753087247912
Belgium,BE,2,BE35,Prov. Namur,EP,2019,PARTI POPULAIRE,PEOPLE'S PARTY,PARTI POPULAIRE,639,13980,375483,327962,298991,1,1,1,0.04262688970063605
Belgium,BE,2,BE35,Prov. Namur,EP,2019,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,73292,375483,327962,298991,0,0,0,0.22347711015300553
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,CD&V N-VA,CHRISTIAN-DEMOCRAT AND FLEMISH / NEW FLEMISH ALLIANCE,CHRISTEN-DEMOCRATISCH & VLAAMS / NIEUW-VLAAMS ALLIANTIE,756,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,CDH,HUMANIST DEMOCRATIC CENTRE,CENTRE DEMOCRATE HUMANISTE,2338,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,ECOLO,CONFEDERATED ECOLOGISTS FOR THE ORGANISATION OF ORIGINAL STRUGGLES,ECOLOGISTES CONFEDERES POUR L'ORGANISATION DE LUTTES ORIGINALES,1563,3880,46914,41711,37005,0,0,0,0.09302102562873105
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,FN,NATIONAL FRONT,FRONT NATIONAL,191,0,46914,41711,37005,1,1,1,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,GROEN!,AGALEV -- GREEN,AGALEV - GROEN,528,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,MR,REFORMIST MOVEMENT,MOUVEMENT REFORMATEUR,789,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,OPENVLD-VIVANT,NA,NA,NA,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,OTHER,NA,NA,NA,33125,46914,41711,37005,0,0,0,0.7941550190597204
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,PS,SOCIALIST PARTY [FRANCOPHONE],PARTI SOCIALISTE,500,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,SP.A-SPIRIT,SOCIALIST PARTY DIFFERENT / SOCIAL LIBERAL PARTY / SPIRIT,SOCIALISTISCHE PARTIJ ANDERS / SOCIAAL-LIBERALE PARTIJ / SPIRIT,1586,0,46914,41711,37005,0,0,0,0
Belgium,BE,2,BEZZ,Abroad votes,EP,2004,VB,FLEMISH INTEREST,VLAAMS BELANG,1968,0,46914,41711,37005,0,0,0,0
Bulgaria,BG,2,BG31,Северозападен,EP,2007,ATAKA,NATIONAL UNION ATTACK,NATSIONALEN SAYUZ ATAKA,1793,30864,837701,217932,215326,1,1,1,0.14162215737018888
Bulgaria,BG,2,BG31,Северозападен,EP,2007,DPS,MOVEMENT FOR RIGHTS AND FREEDOMS,DVIZHENIE ZA PRAVA I SVOBODI,982,15865,837701,217932,215326,0,0,0,0.07279793697116532
Bulgaria,BG,2,BG31,Северозападен,EP,2007,DSB,DEMOCRATS FOR A STRONG BULGARIA,DEMOKRATI ZA SILNA BALGARIJA,1195,6458,837701,217932,215326,0,0,0,0.02963309656223042
Bulgaria,BG,2,BG31,Северозападен,EP,2007,GERB,CITIZENS FOR EUROPEAN DEVELOPMENT OF BULGARIA,GRAZHDANI ZA EVROPEYSKO RAZVITIE NA BALGARIYA,760,46126,837701,217932,215326,1,0,0,0.21165317622010535
Bulgaria,BG,2,BG31,Северозападен,EP,2007,NDSV,NATIONAL MOVEMENT (SIMEON II) FOR STABILITY AND PROGRESS,NACIONALNO DVIZENIE (SIMEON VTORI) ZA STABILNOST I VAZHOD,374,17270,837701,217932,215326,1,0,0,0.07924490207954775
Bulgaria,BG,2,BG31,Северозападен,EP,2007,OTHER,NA,NA,NA,8621,837701,217932,215326,0,0,0,0.03955821081805334
Bulgaria,BG,2,BG31,Северозападен,EP,2007,PBSD+PDS,NA,NA,NA,4823,837701,217932,215326,0,0,0,0.02213075638272488
Bulgaria,BG,2,BG31,Северозападен,EP,2007,PES,NA,NA,NA,69017,837701,217932,215326,0,0,0,0.31669052732044856
Bulgaria,BG,2,BG31,Северозападен,EP,2007,SDS,UNION OF DEMOCRATIC FORCES,SAYUZ NA DEMOKRATICHNI SILI,482,11296,837701,217932,215326,0,0,0,0.05183268175394159
Bulgaria,BG,2,BG31,Северозападен,EP,2007,ZNS,AGRARIAN PEOPLE'S UNION,ZEMEDELSKI NARODEN SUYUZ,747,4986,837701,217932,215326,0,0,0,0.02287869610704256
Bulgaria,BG,2,BG31,Северозападен,EP,2009,ATAKA,NATIONAL UNION ATTACK,NATSIONALEN SAYUZ ATAKA,1793,37667,824742,292102,288716,1,1,1,0.12895153062971154
Bulgaria,BG,2,BG31,Северозападен,EP,2009,DPS,MOVEMENT FOR RIGHTS AND FREEDOMS,DVIZHENIE ZA PRAVA I SVOBODI,982,14095,824742,292102,288716,0,0,0,0.04825369220340839
Bulgaria,BG,2,BG31,Северозападен,EP,2009,GERB,CITIZENS FOR EUROPEAN DEVELOPMENT OF BULGARIA,GRAZHDANI ZA EVROPEYSKO RAZVITIE NA BALGARIYA,760,68563,824742,292102,288716,1,0,0,0.23472280230878256
Bulgaria,BG,2,BG31,Северозападен,EP,2009,IMRO,IMRO -- BULGARIAN NATIONAL MOVEMENT,VMRO - BULGARSKO NATSIONALNO DVIZHENIE,2056,6809,824742,292102,288716,1,1,1,0.02331035049400551
Bulgaria,BG,2,BG31,Северозападен,EP,2009,KB,COALITION FOR BULGARIA -- DEMOCRATIC LEFT,KOALICIJA ZA BALGARIJA - KOALICIJA ZA BALGARIJA,1665,69618,824742,292102,288716,0,0,0,0.23833455436799475
Bulgaria,BG,2,BG31,Северозападен,EP,2009,LIDER,LIDER,LIDER,265,22027,824742,292102,288716,0,0,0,0.0754085901500161
Bulgaria,BG,2,BG31,Северозападен,EP,2009,NDSV,NATIONAL MOVEMENT (SIMEON II) FOR STABILITY AND PROGRESS,NACIONALNO DVIZENIE (SIMEON VTORI) ZA STABILNOST I VAZHOD,374,25818,824742,292102,288716,1,0,0,0.08838693333150749
Bulgaria,BG,2,BG31,Северозападен,EP,2009,OTHER,NA,NA,NA,9123,824742,292102,288716,0,0,0,0.03123224079259984
Bulgaria,BG,2,BG31,Северозападен,EP,2009,RZS,"ORDER, LAW AND JUSTICE","RED, ZAKONNOST I SPRAVEDLIVOST",272,14154,824742,292102,288716,1,1,0,0.04845567644179088
Bulgaria,BG,2,BG31,Северозападен,EP,2009,SINYATA,BLUE COALITION,SINYATA KOALITSIA,58,20842,824742,292102,288716,0,0,0,0.07135178807402894
Bulgaria,BG,2,BG31,Северозападен,EP,2014,ABC,ALTERNATIVE FOR BULGARIAN REVIVAL,ALTERNATIVA ZA BALGARSKO VAZRAZHDANE,3187,10774,785998,277378,260071,0,0,0,0.03884230184080929
Bulgaria,BG,2,BG31,Северозападен,EP,2014,ATAKA,NATIONAL UNION ATTACK,NATSIONALEN SAYUZ ATAKA,1793,9904,785998,277378,260071,1,1,1,0.03570578776975824
Bulgaria,BG,2,BG31,Северозападен,EP,2014,BBT,BULGARIA WITHOUT CENSORSHIP,BALGARIJA BES ZENSURA,3188,37433,785998,277378,260071,1,0,1,0.13495302439270598
Bulgaria,BG,2,BG31,Северозападен,EP,2014,BSP/KB,COALITION FOR BULGARIA -- DEMOCRATIC LEFT,KOALICIJA ZA BALGARIJA - KOALICIJA ZA BALGARIJA,1665,67165,785998,277378,260071,0,0,0,0.242142491473729
Bulgaria,BG,2,BG31,Северозападен,EP,2014,COALITION CODE,NA,NA,NA,2158,785998,277378,260071,0,0,0,0.00777999697164158
Bulgaria,BG,2,BG31,Северозападен,EP,2014,DPS,MOVEMENT FOR RIGHTS AND FREEDOMS,DVIZHENIE ZA PRAVA I SVOBODI,982,40315,785998,277378,260071,0,0,0,0.14534317790163603
Bulgaria,BG,2,BG31,Северозападен,EP,2014,GERB,CITIZENS FOR EUROPEAN DEVELOPMENT OF BULGARIA,GRAZHDANI ZA EVROPEYSKO RAZVITIE NA BALGARIYA,760,62015,785998,277378,260071,1,0,0,0.2235757702485417
Bulgaria,BG,2,BG31,Северозападен,EP,2014,NFSB,NATIONAL FRONT FOR THE SALVATION OF BULGARIA,NATZIONALEN FRONT ZA SPASENIE NA BULGARIA,2057,7079,785998,277378,260071,1,1,1,0.02552113001031084
Bulgaria,BG,2,BG31,Северозападен,EP,2014,OTHER,NA,NA,NA,13025,785998,277378,260071,0,0,0,0.04695758135108047
Bulgaria,BG,2,BG31,Северозападен,EP,2014,RB,REFORMIST BLOC,REFORMATORSKI BLOK,3189,10203,785998,277378,260071,0,0,0,0.03678373915739532
Bulgaria,BG,2,BG31,Северозападен,EP,2019,ATAKA,NATIONAL UNION ATTACK,NATSIONALEN SAYUZ ATAKA,1793,2542,740812,245275,234386,1,1,1,0.0103638772806034
Bulgaria,BG,2,BG31,Северозападен,EP,2019,BSP/KB,COALITION FOR BULGARIA -- DEMOCRATIC LEFT,KOALICIJA ZA BALGARIJA - KOALICIJA ZA BALGARIJA,1665,61953,740812,245275,234386,0,0,0,0.2525858729996942
Bulgaria,BG,2,BG31,Северозападен,EP,2019,COALITION FOR BULGARIA,NA,NA,NA,1525,740812,245275,234386,0,0,0,0.00621751095708898
Bulgaria,BG,2,BG31,Северозападен,EP,2019,DEMOCRATIC BULGARIA,NA,NA,NA,6485,740812,245275,234386,0,0,0,0.02643971052899806
Bulgaria,BG,2,BG31,Северозападен,EP,2019,DPS,MOVEMENT FOR RIGHTS AND FREEDOMS,DVIZHENIE ZA PRAVA I SVOBODI,982,37348,740812,245275,234386,0,0,0,0.15226990113138314
