"REG_ID","Regions","IND","Indicator","MEAS","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPC","Northern-Kanto, Koshin","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.458,,
"JPD","Southern-Kanto","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.46,,
"JPE","Hokuriku","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.435,,
"JPF","Toukai","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.434,,
"JPG","Kansai region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.484,,
"JPH","Chugoku","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.46,,
"JPI","Shikoku","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.514,,
"JPJ","Kyushu, Okinawa","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.503,,
"NZL","New Zealand","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.474,,
"NZ01","North Island (NZ)","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.478,,
"NZ02","South Island (NZ)","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.446,,
"POL","Poland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.459,,
"PL1","Central region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.473,,
"PL2","South region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.436,,
"PL3","East region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.443,,
"PL4","Northeast West region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.433,,
"PL5","South-West region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.465,,
"PL6","North region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.459,,
"SVK","Slovak Republic","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.423,,
"SK01","Bratislava Region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.398,,
"SK02","West Slovakia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.415,,
"SK03","Central Slovakia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.423,,
"SK04","East Slovakia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.422,,
"SVN","Slovenia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.445,,
"SI01","Eastern Slovenia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.423,,
"SI02","Western Slovenia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.422,,
"ESP","Spain","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.508,,
"ES11","Galicia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.483,,
"ES12","Asturias","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.461,,
"ES13","Cantabria","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.46,,
"ES21","Basque Country","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.459,,
"ES22","Navarra","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.41,,
"ES23","La Rioja","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.444,,
"ES24","Aragon","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.457,,
"ES30","Madrid","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.455,,
"ES41","Castile and León","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.485,,
"ES42","Castile-La Mancha","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.496,,
"ES43","Extremadura","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.504,,
"ES51","Catalonia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.477,,
"ES52","Valencia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.496,,
"ES53","Balearic Islands","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.446,,
"ES61","Andalusia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.539,,
"ES62","Murcia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.466,,
"ES63","Ceuta ","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.496,,
"ES64","Melilla","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.426,,
"ES70","Canary Islands","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.494,,
"CHE","Switzerland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.413,,
"CH01","Lake Geneva Region","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.388,,
"CH02","Espace Mittelland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.336,,
"CH03","Northwestern Switzerland ","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.343,,
"CH04","Zurich","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.392,,
"CH05","Eastern Switzerland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.296,,
"CH06","Central Switzerland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.321,,
"CH07","Ticino","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.3,,
"TUR","Türkiye","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.412,,
"USA","United States","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.499,,
"US01","Alabama","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.508,,
"US02","Alaska","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.425,,
"US04","Arizona","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.507,,
"US05","Arkansas","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.492,,
"US06","California","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.506,,
"US08","Colorado","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.451,,
"US09","Connecticut","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.126,,
"US10","Delaware","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.456,,
"US11","District of Columbia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.534,,
"US12","Florida","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.509,,
"US13","Georgia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.489,,
"US15","Hawaii","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.421,,
"US16","Idaho","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.433,,
"US17","Illinois","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.477,,
"US18","Indiana","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.448,,
"US19","Iowa","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.433,,
"US20","Kansas","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.277,,
"US21","Kentucky","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.445,,
"US22","Louisiana","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.525,,
"US23","Maine","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.403,,
"US24","Maryland","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.45,,
"US25","Massachusetts","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.473,,
"US26","Michigan","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.467,,
"US27","Minnesota","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.283,,
"US28","Mississippi","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.532,,
"US29","Missouri","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.459,,
"US30","Montana (US)","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.463,,
"US31","Nebraska","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.426,,
"US32","Nevada","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.47,,
"US33","New Hampshire","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.419,,
"US34","New Jersey","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.459,,
"US35","New Mexico","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.515,,
"US36","New York","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.514,,
"US37","North Carolina","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.385,,
"US38","North Dakota","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.411,,
"US39","Ohio","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.36,,
"US40","Oklahoma","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.475,,
"US41","Oregon","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.47,,
"US42","Pennsylvania","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.475,,
"US44","Rhode Island","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.468,,
"US45","South Carolina","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.507,,
"US46","South Dakota","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.429,,
"US47","Tennessee","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.497,,
"US48","Texas","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.445,,
"US49","Utah","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.396,,
"US50","Vermont","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.428,,
"US51","Virginia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.452,,
"US53","Washington","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.474,,
"US54","West Virginia","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.514,,
"US55","Wisconsin","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.352,,
"US56","Wyoming","GINIB","Gini before taxes and transfers","LO_CI","Lower bound of the 95% confidence interval","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.415,,
"AUS","Australia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.205,,
"AU1","New South Wales","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.216,,
"AU2","Victoria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.204,,
"AU3","Queensland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.215,,
"AU4","South Australia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.215,,
"AU5","Western Australia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.158,,
"AU6","Tasmania","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.27,,
"AU7","Northern Territory (NT)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.113,,
"AU8","Australian Capital Territory (ACT)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.092,,
"AUT","Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.15,,
"AT11","Burgenland (AT)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.078,,
"AT12","Lower Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.118,,
"AT13","Vienna","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.239,,
"AT21","Carinthia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.152,,
"AT22","Styria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.141,,
"AT31","Upper Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.114,,
"AT32","Salzburg","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.128,,
"AT33","Tyrol","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.134,,
"AT34","Vorarlberg","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.166,,
"BEL","Belgium","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.179,,
"BE1","Brussels Capital Region","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.331,,
"BE2","Flemish Region","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.13,,
"BE3","Wallonia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.217,,
"CAN","Canada","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.201,,
"CA10","Newfoundland and Labrador","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.2,,
"CA11","Prince Edward Island","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.248,,
"CA12","Nova Scotia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.22,,
"CA13","New Brunswick","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.228,,
"CA24","Quebec","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.223,,
"CA35","Ontario","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.214,,
"CA46","Manitoba","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.22,,
"CA47","Saskatchewan","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.177,,
"CA48","Alberta","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.103,,
"CA59","British Columbia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.205,,
"CHL","Chile","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.238,,
"CL01","Tarapacá","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.174,,
"CL02","Antofagasta","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.129,,
"CL03","Atacama","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.159,,
"CL04","Coquimbo","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.254,,
"CL05","Valparaíso","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.239,,
"CL06","O'Higgins","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.246,,
"CL07","Maule","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.331,,
"CL08","Bío-Bío","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.327,,
"CL09","Araucanía","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.381,,
"CL10","Los Lagos","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.312,,
"CL11","Aysén","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.183,,
"CL12","Magallanes y Antártica","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.151,,
"CL13","Santiago Metropolitan","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.178,,
"CL14","Los Rios","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.348,,
"CL15","Arica Y Parinacota","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.282,,
"CZE","Czech Republic","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.117,,
"CZ01","Prague","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.07,,
"CZ02","Central Bohemian Region","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.076,,
"CZ03","Southwest","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.112,,
"CZ04","Northwest","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.159,,
"CZ05","Northeast","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.115,,
"CZ06","Southeast","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.096,,
"CZ07","Central Moravia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.134,,
"CZ08","Moravia-Silesia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.189,,
"DNK","Denmark","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.12,,
"DK01","Capital (DK)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.123,,
"DK02","Zealand","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.106,,
"DK03","Southern Denmark","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.122,,
"DK04","Central Jutland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","VALUE","Value","2013","2013","RATIO","Ratio","0","Units",,,0.119,,
