"TL","Territory Level and Typology","REG_ID","Region","SERIES","SNA Classification","VAR","Indicator","MEAS","Measure","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","UKD","North West England","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,45.4,,
"2","Large regions (TL2)","EE00","Estonia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,48,,
"2","Large regions (TL2)","ME02","Baja California","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2014","2014",,,"0","Units",,,41.3,,
"2","Large regions (TL2)","US02","Alaska","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,50,,
"2","Large regions (TL2)","ME28","Tamaulipas","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2014","2014",,,"0","Units",,,41.6,,
"2","Large regions (TL2)","US23","Maine","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,47.7,,
"2","Large regions (TL2)","AT31","Upper Austria","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,50.2,,
"2","Large regions (TL2)","US50","Vermont","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,51.3,,
"2","Large regions (TL2)","UKK","South West England","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,47.4,,
"2","Large regions (TL2)","US51","Virginia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,51.4,,
"2","Large regions (TL2)","HU32","Northern Great Plain","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,29.5,,
"2","Large regions (TL2)","PT17","Metropolitan area of Lisbon","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,49.7,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,42.8,,
"2","Large regions (TL2)","IS02","Other Regions","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,50.6,,
"2","Large regions (TL2)","AT33","Tyrol","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,51.6,,
"2","Large regions (TL2)","ME23","Quintana Roo","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,47.3,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,62.7,,
"2","Large regions (TL2)","US40","Oklahoma","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,42.9,,
"2","Large regions (TL2)","ME03","Baja California Sur","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,45.8,,
"2","Large regions (TL2)","US53","Washington","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,48.4,,
"2","Large regions (TL2)","ZA07","Northern Cape","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,271.9,,
"2","Large regions (TL2)","CA13","New Brunswick","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,46.9,,
"2","Large regions (TL2)","ME06","Colima","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,46.3,,
"2","Large regions (TL2)","AU6","Tasmania","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,44,,
"2","Large regions (TL2)","UKL","Wales","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,42.4,,
"2","Large regions (TL2)","ME21","Puebla","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,39.5,,
"2","Large regions (TL2)","US12","Florida","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,43.7,,
"2","Large regions (TL2)","US55","Wisconsin","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,52.4,,
"2","Large regions (TL2)","CA11","Prince Edward Island","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,49,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,45.5,,
"2","Large regions (TL2)","US44","Rhode Island","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,45.1,,
"2","Large regions (TL2)","KR03","Gyeongbuk Region","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,49.7,,
"2","Large regions (TL2)","DK05","Northern Jutland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,47.6,,
"2","Large regions (TL2)","UKD","North West England","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,46.4,,
"2","Large regions (TL2)","FI19","Western Finland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,45.9,,
"2","Large regions (TL2)","AT12","Lower Austria","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,40.3,,
"2","Large regions (TL2)","ITH3","Veneto","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,44,,
"2","Large regions (TL2)","US47","Tennessee","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,47,,
"2","Large regions (TL2)","US01","Alabama","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,40.6,,
"2","Large regions (TL2)","AU2","Victoria","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,50.2,,
"2","Large regions (TL2)","TRC3","Southeastern Anatolia - East","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,18.1,,
"2","Large regions (TL2)","ES41","Castile and León","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,43.8,,
"2","Large regions (TL2)","UKJ","South East England","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,46.2,,
"2","Large regions (TL2)","SE33","Upper Norrland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,47.8,,
"2","Large regions (TL2)","CZ03","Southwest","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,47.6,,
"2","Large regions (TL2)","ES41","Castile and León","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,43.2,,
"2","Large regions (TL2)","CZ06","Southeast","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,46,,
"2","Large regions (TL2)","US24","Maryland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,45.6,,
"2","Large regions (TL2)","US26","Michigan","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,44.6,,
"2","Large regions (TL2)","SE33","Upper Norrland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,47.9,,
"2","Large regions (TL2)","ES53","Balearic Islands","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,40.6,,
"2","Large regions (TL2)","US44","Rhode Island","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,47.8,,
"2","Large regions (TL2)","TR42","Eastern Marmara - North","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,39.3,,
"2","Large regions (TL2)","TRB2","Eastern Anatolia - East","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,25.2,,
"2","Large regions (TL2)","AU4","South Australia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,46.7,,
"2","Large regions (TL2)","US23","Maine","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,46.1,,
"2","Large regions (TL2)","US17","Illinois","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,46,,
"2","Large regions (TL2)","TR90","Eastern Black Sea","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,37.6,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,37,,
"2","Large regions (TL2)","US41","Oregon","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,48,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,46.6,,
"2","Large regions (TL2)","US53","Washington","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,45.9,,
"2","Large regions (TL2)","US15","Hawaii","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,48.5,,
"2","Large regions (TL2)","ME05","Coahuila","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,42.2,,
"2","Large regions (TL2)","US38","North Dakota","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,56,,
"2","Large regions (TL2)","IS01","Capital Region","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,53.6,,
"2","Large regions (TL2)","AU5","Western Australia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2014","2014",,,"0","Units",,,52.2,,
"2","Large regions (TL2)","US28","Mississippi","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,41.9,,
"2","Large regions (TL2)","AT32","Salzburg","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,55.7,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,55.9,,
"2","Large regions (TL2)","HU31","Northern Hungary","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,27.6,,
"2","Large regions (TL2)","SK03","Central Slovakia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,35.9,,
"2","Large regions (TL2)","UKJ","South East England","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,48.6,,
"2","Large regions (TL2)","AT22","Styria","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,48.2,,
"2","Large regions (TL2)","US12","Florida","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,40.7,,
"2","Large regions (TL2)","UKG","West Midlands","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,46,,
"2","Large regions (TL2)","SE22","South Sweden","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,46.8,,
"2","Large regions (TL2)","FI20","Åland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,62.6,,
"2","Large regions (TL2)","SE23","West Sweden","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,47.7,,
"2","Large regions (TL2)","US46","South Dakota","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,52.2,,
"2","Large regions (TL2)","US08","Colorado","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,46.9,,
"2","Large regions (TL2)","SK02","West Slovakia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,41.6,,
"2","Large regions (TL2)","UKL","Wales","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,42.8,,
"2","Large regions (TL2)","KR05","Chungcheong Region","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,48.3,,
"2","Large regions (TL2)","US34","New Jersey","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2010","2010",,,"0","Units",,,44.4,,
"2","Large regions (TL2)","US15","Hawaii","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,52.1,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,51.6,,
"2","Large regions (TL2)","ZA03","Gauteng","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,2.1,,
"2","Large regions (TL2)","US06","California","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,44.1,,
"2","Large regions (TL2)","CA35","Ontario","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,51.1,,
"2","Large regions (TL2)","CA48","Alberta","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,55.8,,
"2","Large regions (TL2)","ITC3","Liguria","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,43.4,,
"2","Large regions (TL2)","AT21","Carinthia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,44.3,,
"2","Large regions (TL2)","US32","Nevada","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,52.2,,
"2","Large regions (TL2)","CL07","Maule","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,43.4,,
"2","Large regions (TL2)","US12","Florida","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,45.8,,
"2","Large regions (TL2)","KR01","Seoul Capital Area","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,49.1,,
"2","Large regions (TL2)","TRB2","Eastern Anatolia - East","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2013","2013",,,"0","Units",,,24.9,,
"2","Large regions (TL2)","EE00","Estonia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2012","2012",,,"0","Units",,,44.9,,
"2","Large regions (TL2)","CA59","British Columbia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,49.8,,
"2","Large regions (TL2)","CH06","Central Switzerland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,62.5,,
"2","Large regions (TL2)","ZA06","Mpumalanga","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,19.4,,
"2","Large regions (TL2)","SE31","North Middle Sweden","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,43.8,,
"2","Large regions (TL2)","UKG","West Midlands","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,43.1,,
"2","Large regions (TL2)","ES41","Castile and León","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,40.7,,
"2","Large regions (TL2)","UKG","West Midlands","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2007","2007",,,"0","Units",,,45.8,,
"2","Large regions (TL2)","SE33","Upper Norrland","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,46.5,,
"2","Large regions (TL2)","SE12","East Middle Sweden","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2006","2006",,,"0","Units",,,44.7,,
"2","Large regions (TL2)","ES51","Catalonia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2004","2004",,,"0","Units",,,49.8,,
"2","Large regions (TL2)","ES64","Melilla","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2005","2005",,,"0","Units",,,40.3,,
"2","Large regions (TL2)","ITH1","Province of Bolzano-Bozen","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2011","2011",,,"0","Units",,,55.6,,
"2","Large regions (TL2)","PT15","Algarve","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2008","2008",,,"0","Units",,,52.2,,
"2","Large regions (TL2)","ES51","Catalonia","SNA_2008","Last SNA classification (SNA 2008 or latest available)","LAB_UTIL","Labour utilisation (% Total Employment over Population)","RATES","Rates (reference series)","ALL","All regions","2009","2009",,,"0","Units",,,47.6,,
