"LOCATION","Country","REG_ID","Region","IND","Indicator","ISC11","Education ISCED level","GENDER","Gender","MEAS","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,1.001,,
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,0.744,,
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,0.847,,
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,0.801,,
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2019","2019","PC","Percentage","0","Units",,,0.9932,,
"COL","Colombia","CO27","Chocó","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,1.02197,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2000","2000","PC","Percentage","0","Units",,,0.334,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2001","2001","PC","Percentage","0","Units",,,0.381,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2002","2002","PC","Percentage","0","Units",,,0.551,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2003","2003","PC","Percentage","0","Units",,,2.146,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,0.655,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,1.062,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,0.769,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,0.808,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,0.951,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,1.171,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,1.696,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,1.457,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,1.096,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,1.099,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,1.219,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,1.013,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,1.025,,
"GRC","Greece","EL64","Central Greece","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,1.365,,
"AUS","Australia","AU3","Queensland","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,39.5,,
"AUS","Australia","AU3","Queensland","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,32.4,,
"AUS","Australia","AU3","Queensland","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2021","2021","PC","Percentage","0","Units",,,37.6,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,2.258,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,2.427,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,3.391,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,3.132,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,3.61,,
"CHL","Chile","CL10","Los Lagos","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,5.56897,,
"SWE","Sweden","SE12","East Middle Sweden","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,70,,
"SWE","Sweden","SE12","East Middle Sweden","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,65,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,5.5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,4.5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,4.5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,4.5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,3.7,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,3.1,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,3.6,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,4.5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,6.1,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2019","2019","PC","Percentage","0","Units",,,5,,
"POL","Poland","PL22","Silesia","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,3.4,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,11.401,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,12.348,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,12.936,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,12.609,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,12.854,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,13.27,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,12.765,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,11.864,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,12.845,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,13.512,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,13.474,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,13.39,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,14.647,,
"AUT","Austria","AT33","Tyrol","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,15.1,,
"SWE","Sweden","SE23","West Sweden","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","SE23","West Sweden","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,63,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2001","2001","PC","Percentage","0","Units",,,1.857,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2002","2002","PC","Percentage","0","Units",,,1.182,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2003","2003","PC","Percentage","0","Units",,,0.528,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,1.557,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,1.309,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,1.465,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,1.669,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,1.583,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,1.666,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,1.262,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,1.217,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,1.321,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,1.228,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,1.256,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,1.301,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,1.103,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,1.024,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,1.062,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2019","2019","PC","Percentage","0","Units",,,1.07867,,
"COL","Colombia","CO47","Magdalena","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,1.38339,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,3.788,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,4.402,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,4.991,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,5.084,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,4.541,,
"CHL","Chile","CL13","Santiago Metropolitan Region","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,4.81795,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2001","2001","PC","Percentage","0","Units",,,2.35,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2002","2002","PC","Percentage","0","Units",,,1.7,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2003","2003","PC","Percentage","0","Units",,,1.867,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,2,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,1.991,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,2.013,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,2.578,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,2.764,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,2.306,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,2.303,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,2.324,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,2.28,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,2.302,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,2.063,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,2.451,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,2.315,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,2.558,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,2.298,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2019","2019","PC","Percentage","0","Units",,,1.99357,,
"COL","Colombia","CO54","Norte de Santander","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,2.72517,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,9.3,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,8.7,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,8.1,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,7.3,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,7.7,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,7.3,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,7.4,,
"NZL","New Zealand","NZ13","Waikato","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,7,,
