"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","IN14","Maharashtra","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,30.52,,
"2","Large regions (TL2)","IN14","Maharashtra","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.85,,
"2","Large regions (TL2)","IN15","Daman and Diu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,25.584,,
"2","Large regions (TL2)","IN15","Daman and Diu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,29.558,,
"2","Large regions (TL2)","IN15","Daman and Diu","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,466.054,,
"2","Large regions (TL2)","IN15","Daman and Diu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,34.245,,
"2","Large regions (TL2)","IN15","Daman and Diu","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,11,,
"2","Large regions (TL2)","IN15","Daman and Diu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,35.823,,
"2","Large regions (TL2)","IN15","Daman and Diu","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.6,,
"2","Large regions (TL2)","IN16","Lakshadweep ","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,0.015,,
"2","Large regions (TL2)","IN16","Lakshadweep ","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-8,,
"2","Large regions (TL2)","IN16","Lakshadweep ","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.37,,
"2","Large regions (TL2)","IN17","Kerala","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,12.613,,
"2","Large regions (TL2)","IN17","Kerala","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,14.54,,
"2","Large regions (TL2)","IN17","Kerala","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,17372.4,,
"2","Large regions (TL2)","IN17","Kerala","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,15.849,,
"2","Large regions (TL2)","IN17","Kerala","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-8,,
"2","Large regions (TL2)","IN17","Kerala","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,19.736,,
"2","Large regions (TL2)","IN17","Kerala","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.37,,
"2","Large regions (TL2)","IN18","Punjab","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,54.369,,
"2","Large regions (TL2)","IN18","Punjab","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,53.168,,
"2","Large regions (TL2)","IN18","Punjab","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,47092.1,,
"2","Large regions (TL2)","IN18","Punjab","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,56.09,,
"2","Large regions (TL2)","IN18","Punjab","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,5,,
"2","Large regions (TL2)","IN18","Punjab","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,60.217,,
"2","Large regions (TL2)","IN18","Punjab","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,3.5,,
"2","Large regions (TL2)","IN19","Chandigarh ","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,55.73,,
"2","Large regions (TL2)","IN19","Chandigarh ","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,59.543,,
"2","Large regions (TL2)","IN19","Chandigarh ","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,406.29,,
"2","Large regions (TL2)","IN19","Chandigarh ","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,60.963,,
"2","Large regions (TL2)","IN19","Chandigarh ","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-3,,
"2","Large regions (TL2)","IN19","Chandigarh ","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,62.038,,
"2","Large regions (TL2)","IN19","Chandigarh ","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.31,,
"2","Large regions (TL2)","IN20","Haryana","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,56.929,,
"2","Large regions (TL2)","IN20","Haryana","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,56.843,,
"2","Large regions (TL2)","IN20","Haryana","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,37855.4,,
"2","Large regions (TL2)","IN20","Haryana","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,60.328,,
"2","Large regions (TL2)","IN20","Haryana","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,0,,
"2","Large regions (TL2)","IN20","Haryana","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,64.715,,
"2","Large regions (TL2)","IN20","Haryana","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,9.32,,
"2","Large regions (TL2)","IN21","Uttaranchal","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,36.468,,
"2","Large regions (TL2)","IN21","Uttaranchal","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,36.203,,
"2","Large regions (TL2)","IN21","Uttaranchal","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,4833.55,,
"2","Large regions (TL2)","IN21","Uttaranchal","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,38.918,,
"2","Large regions (TL2)","IN21","Uttaranchal","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-3,,
"2","Large regions (TL2)","IN21","Uttaranchal","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,41.177,,
"2","Large regions (TL2)","IN21","Uttaranchal","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.31,,
"2","Large regions (TL2)","IN22","Bihar","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,47.722,,
"2","Large regions (TL2)","IN22","Bihar","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,55.183,,
"2","Large regions (TL2)","IN22","Bihar","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,64321.9,,
"2","Large regions (TL2)","IN22","Bihar","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,58.244,,
"2","Large regions (TL2)","IN22","Bihar","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,0,,
"2","Large regions (TL2)","IN22","Bihar","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,63.329,,
"2","Large regions (TL2)","IN22","Bihar","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.1,,
"2","Large regions (TL2)","IN23","Jharkhand","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,29.545,,
"2","Large regions (TL2)","IN23","Jharkhand","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,34.112,,
"2","Large regions (TL2)","IN23","Jharkhand","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,52582.6,,
"2","Large regions (TL2)","IN23","Jharkhand","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,38.814,,
"2","Large regions (TL2)","IN23","Jharkhand","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-5,,
"2","Large regions (TL2)","IN23","Jharkhand","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,40.601,,
"2","Large regions (TL2)","IN23","Jharkhand","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.45,,
"2","Large regions (TL2)","IN24","Manipur","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,12.72,,
"2","Large regions (TL2)","IN24","Manipur","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,15.089,,
"2","Large regions (TL2)","IN24","Manipur","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,1484.27,,
"2","Large regions (TL2)","IN24","Manipur","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,17.184,,
"2","Large regions (TL2)","IN24","Manipur","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-27,,
"2","Large regions (TL2)","IN24","Manipur","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,19.527,,
"2","Large regions (TL2)","IN24","Manipur","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1,,
"2","Large regions (TL2)","IN25","Mizoram","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,9.923,,
"2","Large regions (TL2)","IN25","Mizoram","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,12.558,,
"2","Large regions (TL2)","IN25","Mizoram","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,1502.74,,
"2","Large regions (TL2)","IN25","Mizoram","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,16.768,,
"2","Large regions (TL2)","IN25","Mizoram","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-32,,
"2","Large regions (TL2)","IN25","Mizoram","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,21.146,,
"2","Large regions (TL2)","IN25","Mizoram","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.2,,
"2","Large regions (TL2)","IN26","Tripura","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,14.217,,
"2","Large regions (TL2)","IN26","Tripura","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,19.053,,
"2","Large regions (TL2)","IN26","Tripura","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,1191.11,,
"2","Large regions (TL2)","IN26","Tripura","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,20.545,,
"2","Large regions (TL2)","IN26","Tripura","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-19,,
"2","Large regions (TL2)","IN26","Tripura","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,25.902,,
"2","Large regions (TL2)","IN26","Tripura","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.57,,
"2","Large regions (TL2)","IN27","Orissa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,20.871,,
"2","Large regions (TL2)","IN27","Orissa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,24.499,,
"2","Large regions (TL2)","IN27","Orissa","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,96370.9,,
"2","Large regions (TL2)","IN27","Orissa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,29.629,,
"2","Large regions (TL2)","IN27","Orissa","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-1,,
"2","Large regions (TL2)","IN27","Orissa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,31.366,,
"2","Large regions (TL2)","IN27","Orissa","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.94,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,26.922,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,28.389,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,101874,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,32.916,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-1,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,33.092,,
"2","Large regions (TL2)","IN28","Madhya Pradesh","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.63,,
"2","Large regions (TL2)","IN29","Chhattisgarh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,22.812,,
"2","Large regions (TL2)","IN29","Chhattisgarh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,25.413,,
"2","Large regions (TL2)","IN29","Chhattisgarh","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,106229,,
"2","Large regions (TL2)","IN29","Chhattisgarh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,30.009,,
"2","Large regions (TL2)","IN29","Chhattisgarh","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-2,,
"2","Large regions (TL2)","IN29","Chhattisgarh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,29.613,,
"2","Large regions (TL2)","IN29","Chhattisgarh","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,18.744,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,22.037,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,134002,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,24.47,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,3,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,26.925,,
"2","Large regions (TL2)","IN30","Andhra Pradesh","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.83,,
"2","Large regions (TL2)","IN31","Karnataka","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,15.616,,
"2","Large regions (TL2)","IN31","Karnataka","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,18.101,,
"2","Large regions (TL2)","IN31","Karnataka","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,47353.6,,
"2","Large regions (TL2)","IN31","Karnataka","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,19.558,,
"2","Large regions (TL2)","IN31","Karnataka","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-8,,
"2","Large regions (TL2)","IN31","Karnataka","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,21.171,,
"2","Large regions (TL2)","IN31","Karnataka","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.83,,
"2","Large regions (TL2)","IN32","Goa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,10.618,,
"2","Large regions (TL2)","IN32","Goa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,11.886,,
"2","Large regions (TL2)","IN32","Goa","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,1017.4,,
"2","Large regions (TL2)","IN32","Goa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,15.637,,
"2","Large regions (TL2)","IN32","Goa","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-18,,
"2","Large regions (TL2)","IN32","Goa","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,17.801,,
"2","Large regions (TL2)","IN32","Goa","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.86,,
"2","Large regions (TL2)","IN33","Tamil Nadu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,17.202,,
"2","Large regions (TL2)","IN33","Tamil Nadu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,19.55,,
"2","Large regions (TL2)","IN33","Tamil Nadu","CO2_KTONNES","CO2 Emissions (in kilo tonnes)","ALL","All regions","2008","2008",,,"0","Units",,,93030.3,,
"2","Large regions (TL2)","IN33","Tamil Nadu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,20.733,,
"2","Large regions (TL2)","IN33","Tamil Nadu","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,5,,
"2","Large regions (TL2)","IN33","Tamil Nadu","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,24.01,,
"2","Large regions (TL2)","IN33","Tamil Nadu","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.74,,
"2","Large regions (TL2)","IN34","Puducherry","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,12.936,,
"2","Large regions (TL2)","IN34","Puducherry","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,16.708,,
"2","Large regions (TL2)","IN34","Puducherry","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,17.391,,
"2","Large regions (TL2)","IN34","Puducherry","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,3,,
"2","Large regions (TL2)","IN34","Puducherry","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,18.72,,
"2","Large regions (TL2)","IN34","Puducherry","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,1.37,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,3.75,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,5.9,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,8.275,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","CO2_SEQUEST","Net Ecosystem Productivity measured by CO2 Sequestration or Release (in g/m2)","ALL","All regions","2011","2011",,,"0","Units",,,-13,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,10.018,,
"2","Large regions (TL2)","IN35","Andaman and Nicobar Islands","NO2_EMISSIONS","NO2 Emissions (in 10^n molecules/cm2)","ALL","All regions","2012","2012",,,"0","Units",,,0.56,,
"1","Country","LVA","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,22.45,,
"1","Country","LVA","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,19.24,,
"1","Country","LVA","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,17.03,,
"1","Country","LVA","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,16.05,,
"2","Large regions (TL2)","LV00","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,22.46,,
"2","Large regions (TL2)","LV00","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2006","2006",,,"0","Units",,,19.25,,
"2","Large regions (TL2)","LV00","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2009","2009",,,"0","Units",,,17.04,,
"2","Large regions (TL2)","LV00","Latvia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2012","2012",,,"0","Units",,,16.05,,
"1","Country","RUS","Russia","AIR_POL","Air Pollution in PM2.5 (average level in µg/m³ experienced by the population)","ALL","All regions","2003","2003",,,"0","Units",,,18.95,,
